userName,content,score,at
Pengguna Google,"Dari lama aku udah pake apk ini, emang bagus banget. walaupun ga beli koin juga tetep bisa nikmatin baca walaupun nunggu dulu sampe gratis. Tapi kalo lagi baca maraton kadang jadi ngelag trus gambar ga muncul, ini sampai harus di refresh berulang kali baru bisa. trus satu lagi, please dibuat pengumuman kalau ada judul apa aja yg mau jadi tiket harian. karena sering banget pembaca tiba² liat webtoon udah jadi tiket harian aja",5,2025-03-25 16:07:35
Pengguna Google,"tampilan di home yang buat promosi komik sama ada event yg bisa di slide"" itu emang dihilangin ya minn? Padahal yang sebelumnya udh bagus lohh, sekarang jadinya malah kyk sepi ngebosenin gituu. Saran saya tampilannya dikembaliin lagi ya minn.",4,2025-03-03 07:20:57
Pengguna Google,"sebenernya banyak cerita bagus.tpi sayang nya makin lama ni yg di up cerita romantis yg lain malahh kurang, dan dari pada mengeluarkan cerita romantis yg isinya itu itu aja mnding up tu cerita yg Hiatus padahal banyak banget cerita bagus dan orng orng juga nunggu buat up lagi di server indo pdhl di sup bahasa lain uda jauh di indo masih aja Hiatus sayang banget bikin kecewa pembaca dan bikin mereka beralih tempat ke web web ilegal yg up episode ny lebih banyak dan cepat jadi tolong up yg hiatus",4,2025-03-31 19:11:13
Pengguna Google,"menawarkan berbagai pilihan komik yang banyak genrenya dan menarik. di aplikasi ini juga kita juga bisa melihat berbagai penilaian orang orang terhadap suatu karya untuk informasi, aplikasi ini tdk gratis ya, ada beberapa fitur seperti jika kita ingin membaca sepuasnya maka kita harus beli koin. oleh karena itu untuk pengguna gratisan, bacaannya dibatasi",4,2025-03-29 00:56:10
Pengguna Google,"Judul""nya bagus. Tp aplikasinya harus dikembangkan lagi. Udah nonton iklan sampai habis bukannya episode barunya terbuka malah kembali ke episode sebelumnya. kyk gini udah berulang smpai 3x. bahkan sudah coba ditutup dan buka lagi, masih seperti itu. apa webtoon mau meraup untung dari iklan dengan cara yg curang begini?",2,2025-03-21 01:30:19
Pengguna Google,"Kurang suka update yg terbaru ini, karna kalo mau liat update daily harus scroll kebawah banget, tolong dong, dibikin kayak dulu lagi aja, update daily ditaruh di samping kanan home, kalok gak dinaikin aja, jangan dibawah banget Jadi kagok banget, yg biasanya langsung klik kanan home, sekarang diubah jadi highlight",1,2025-03-05 17:43:15
Pengguna Google,"Aplikasi komik ini adalah nomor 1 saat ini dibanding aplikasi legal manapun, namun seribu namun masih banyak kekurangannya. Banyak komik baguss yang di ver English, tapi tidak ada di ver indonesia, klo adapun banyak yang chapternya ketinggalan. Please minn translate in ke bahasa Indonesia, gw udah tahan tahan nih gak baca di web ilegal. Mungkin ngelunjak tapi aku pengen baca komik bagus diluar Webtoon juga, masukin mereka donggg(Vikir Van baskerville, lightning degree, dll)",4,2025-02-04 12:33:28
Pengguna Google,"Sebenernya app ini bagus tapi buat dapetin koin itu susah karena cuman dari game sama eventnya sedikit. Untuk pengumpulan koin lebih baik perbanyak event atau bisa tambah kayak misi harian seperti absen harian,waktu membaca, waktu online atau berapa banyak episode yang dibaca.",4,2025-03-06 00:05:12
Pengguna Google,"Mau memberi saran, kalau bisa sediakan aplikasi versi untuk membaca novel dari komik yang sudah ada di webtoon, agar para pembaca yang penasaran dan ingin tahu kelanjutannya bisa langsung membaca novelnya tanpa bingung harus mencari kemana. Sukses terus buat webtoon, kalau bisa lebih banyakin lagi genre action yang seru yaa 😁👍🏻",5,2025-02-03 08:04:29
Pengguna Google,"Sejujur nya aplikasi ini bagus cuma kurang aja, karna kalau ada komik lama yang udah tamat, baca nya cuma gratis sebagian aja sisa nya harus pake tiket daily pass dan coin. Mendingan bikin aja webtoon pass buat 1 bulan/webtoon premium, biar kalau ada komik lama yang mau di baca, enak tinggal dibaca aja gak perlu tiket daily pass dan juga harga chapter komik nya terlalu mahal yang udah tamat. Kenapa gak di bikin jadi 8-12 coin aja.",4,2025-02-04 12:47:34
Pengguna Google,"Untuk aplikasinya sangat bagus dan minim iklan atau mungkin tidak ada, bisa di download juga komik nya jadi bisa baca offline dan seru tidak hanya komik luar, tapi juga ada komik negeri sendiri kaya sengklekman, tahilalats, dll👍",5,2025-02-15 00:36:26
Pengguna Google,"Saran saya sih ya webtoon yang sudah jadi tiket harian tuh bisa didownload, tapi walaupun udh didownload tetep harus nonton iklan atau menunggu tiketnya untuk membaca, jadinya komiknya offline tapi cara agar bisa baca harus online jadinya lebih hemat kuota, kan kalian sendiri yang bilang ""download untuk merasakan pengalaman yang lebih enak""",4,2025-03-01 08:15:19
Pengguna Google,"bagus banget! banyak banget yang bisa dibaca disini, dari horror, romance, fantasi, komedi, dll. udah lama banget download Webtoon, dari tahun 2022, itupun liat dari iklan di TokTok 🤭. oiya min, ada yang mau saya laporkan. masalah soal top up koin. saya sebelum nya sudah pernah top up 2 kali di tahun 2022, dan sekarang (2025) saya mau top up lagi tapi tidak bisa. saya biasanya top up pakai pulsa, tapi gatau kenapa pembayaran nya di tolak terus, padahal saya sudah isi ulang pulsa. tolong dibantu",5,2025-03-26 15:02:49
Pengguna Google,"Bagus banget! Banyak manhwa historical yang baru rilis dan art nya bagus², sebagai pecinta manhwa historical tentunya aku seneng banget! Tapi ada minus nya juga kyk banyak comic lokal yang hiatus terlalu lama dan pas comeback malah jadi ga menarik dan ga nyambung lagi karena udh lama ga baca, harus baca dari awal lagi deh. Tapi udah bagus banget kok!",5,2025-03-07 16:38:44
Pengguna Google,"menurut saya disini lebih baik ditambahkan seperti sebuah pustaka yg bisa kita edit namanya agar dapat mengelompokkan sebuah komik tidsk kesusahan untuk mencari komik favorit dan pengelompokan genre, seperti genre drama,action, fanatasy saja kurang detail.",3,2025-02-22 08:59:02
Pengguna Google,Sebenarnya ini apk bagus banget cuma sekarang highlights nya aku gak suka. Aku lebih suka cari webtoon sesuai tanggal rilisnya yang tiap hari ituu. Aku maunya baca webtoon dan bukan denger video di highlight itu. Plis tolong ganti ke yang tiap minggu itu lagi. Saya minta maaf atas kritikannya dan terimakasih sudah menerimanya.,3,2025-03-09 12:15:22
Pengguna Google,"suka banget sama aplikasi Webtoon, aku udah mainin aplikasi ini dari masa-masa covid, dan sangat menghibur. Tapi akhir-akhir ini banyak banget manhwa2 dewasa yang di update di sini.. jujur aku kecewa sih, padahal banyak anak kecil yang make aplikasi ini lho, mending buat apk baru aja yang khusus komik2 kaya' gitu. Lagian nanggung banget banyak yang dipotong, kan jadi agak merusak cerita nya😮‍💨",2,2025-02-05 14:41:09
Pengguna Google,"Iklannya tidak bisa diputar, padahal anda menyediakan fitur itu agar pembaca bisa membaca komik tanpa memakai koin. Mungkin anda harus perbaiki bagian itu. Itu saja dari saya, Over all ini adalah aplikasi baca komik favorit saya. terimakasih 🙏🏻",4,2025-02-05 12:20:12
Pengguna Google,"Webtoon sekarang sudah tidak seperti yang dulu. Sangat mengabaikan para readers dan sesuka hati saja memunculkan manhwa baru dan manhwa yang lama diabaikan tanggung jawabnya. Ada banyak sekali manhwa yang hiatus tapi tidak di comeback 'kan juga, padahal saat saya lihat di Naver Webtoon manhwa itu sudah comeback dan sudah banyak episodenya bahkan sudah ada yang tamat. Sepertinya kalian hanya mengembalikan masa hiatus pada webtoon populer saja ya (ini dugaan saya)",1,2025-03-24 08:43:36
Pengguna Google,"Saya menggunakan aplikasi ini sejak 2017, meski lumayan da bangak perubahan yang pro kontra saya masih tidak terlalu mempermasalahkan nnya Namun ada 1 hal yang benar"" membuat saya heran, mengapa ada iklan di akhir komik yang saya baca? Terlebih iklan tersebut merupakan iklan dewasa yang vulgar dan saya rasa itu tak sepantasnya ada di aplikasi ini.",4,2025-02-23 17:37:53
Pengguna Google,"So far menurutku webtoon udah bagus sih, cuma kenapa ya akhir-akhir ini komik barunya selalu 18+ TT. Anw, aku juga pengen request buat banyakin komik lokalnya agak bosen liat yang manhwa mulu, di kanvas ada beberapa nemu lokalan yang bagus plus pembacanya udah banyak, tapi Webtoon kayaknya emang lebih mengutamakan manhwa ya .. komik fav aku yang lama (lokal) juga akhirnya banyak yang ngegantung. Tolonglah lebih adil sama karya lokal.",5,2025-02-15 09:16:54
Pengguna Google,sangat bagus tapi aku tidak nyaman kalo lagi baca abis itu ada iklan setiap 10 detik itu membuat aku sipembaca sangat tidak nyaman dengan iklan tolong pihak webtoon hilang kan iklan nya says benar benar tidak nyaman dengan iklan itu,5,2025-04-04 05:23:23
Pengguna Google,"bagus sih bagus, tapi kebanyakan komik romantis+kerajaan, jadi buat yg suka komik ber-genre lain agk susah nyarinya, slh satu komik kesukaan aku yg ngga ad di Webtoon adalah komik ""I'm going to destroy this country ""btw komik itu bagus lho, dan masih banyak komik yg ngga ad di Webtoon, menurut ku banyak komik yg kurang dari genre aksi, fantasi, horor, slice of life, maksud nya banyak tapi Webtoon keyaknya emng lebih berfokus ke romantis dan kerajaan",4,2025-04-08 15:26:17
Pengguna Google,"Aplikasi baca komik terbaik 🤩 udahlah cuma butuh nyalain internet doang tapi ga ke sedot itu kuota. Apalagi semua komik gratis, ga ada yang berbayar 1 rupiah pun. Cuma gegara uploader komik yang sesat, mereka membuat komik yang memiliki unsur ""Sus"". Jadi bolehlah Dev nya nambahin peringatan dan pemeriksaan kesehatan komiknya 🗿👍",5,2025-03-09 13:59:26
Pengguna Google,"bagus, tapi tolong laa, dikit dikit daily pass, tapi bagus si, akhir akhir ini juga banyak sekali manhwa dewasa yang masuk di webtoon indo :((, padahal pengguna webtoon juga banyak anak anak dibawah umur, takutnya mereka malah baca yg manhwa dewasa, iya si ada peringatannya, tapi tau kan kalo mereka kdng ngeyel, tapi secara aplikasi nya emng udah TOP bgt buat baca komik digital",5,2025-03-22 12:22:51
Pengguna Google,"aplilasi bagus saya suka baca komik/manhwa disini kalo di lain agak gimana gitu, tapi saya usul untuk fitur screenshot di chapter yang dibeli itu di adakan, tapi diberi batasan seperti hanya 3 screenshot di setiap chapter yang dibeli. . . soalnya saya pengen nge screenshot dan jadiin wallpaper tetapi ga bisa",4,2025-03-25 20:57:25
Pengguna Google,tolong pihak Webtoon! Ada fitur membaca gratis ketika menonton iklan tapi ketika diklik malah keluar iklan judi!? Tolong! Tolong dan Tolong iklan judi di Webtoon itu dihilangkan! Saya sebagai pembaca menjadi terganggu dan tidak bisa menikmati!,3,2025-04-04 18:14:33
Pengguna Google,"kedua kalinya instal apk ini, karena dulu sempet ganti hp. instal kedua ini karena kepo dan tertarik sama cerita iseop's romance, muncul terus di youtube, jadi instal apk nya lagi. suka sekali sama tampilannya dan lebih nyaman dengan bacaannya",5,2025-04-08 06:19:46
Pengguna Google,seru banget tapi bikin dong bagian bagian seper TI playlist supa ya orang mudah mau nonton kalo mereka udah pernah nonton eps ini kan bisa lanjut yg lain aku kasih bintang lima karna seru dan ada bahasa Indonesia nya jadi mudah di baca,5,2025-04-06 13:56:21
Pengguna Google,"App yang bagus untuk melepas stress, banyak pilihan kisah di dalam yang dibuat oleh penulis yang berbeda beda, art style nya juga berbeda beda (Maklum, beda orang beda style)... Banyak kelebihannya juga, jadi app ini sangat saya rekomendasikan Ｏ(≧∇≦)Ｏ..... Semangat developer ヾ(＠^∇^＠)ノ",5,2025-04-08 07:07:20
Pengguna Google,"oke untuk aplikasinya udah bagus banget, saya rasa ini tempat baca manhwa terbaik, tapi mohon maaf banget, kenapa tiba-tiba ada unsur +18 nya ya? saya enggak ngelarang untuk menambah unsur kayak gitu, tapi saya takut anak yang di bawah umur baca manhwa yang ada unsur +18 nya, untuk sekarang saya kasih 4 ⭐dulu",4,2025-04-11 07:13:40
Pengguna Google,"ini yg terbaik diantara terbaik, bagus banget, update nya terjamin lagi, ga nguras banyak data, gambarnya jelas, transletnya bagus, dan sangat⁹ terbaik, seru kali",5,2025-04-01 10:35:44
Pengguna Google,"bagus, suka baca saat bosen. walau ceritanya kadang kebanyakan sama, tapi gambar gambar nya beda beda dan setiap style gambarnya nyaman di lihat",5,2025-03-31 13:12:02
Pengguna Google,"bagus sihh, tapi ada 1 masalah yaitu setiap mau baca webtoon kadang apk nya leg kembali kemenu sendiri aplikasinya, trs juga panel gambar nya kadang ngulang² sendiri padahal jaringan baguss. tolongg pihak webtoon perbaiki bugnya",4,2025-04-05 22:12:39
Pengguna Google,"aplikasi ini sangat lah bagus untuk mengisi waktu luang dengan manhwa yang seru dan asik namun, banyak manhwa yang berbayar jadi tidak bisa menonton dengan bebas. Mungkin kalau semuanya gratis pasti aplikasi ini akan menaikan orang yang menggunakannya.",3,2025-04-06 15:49:51
Pengguna Google,"masa buka eps baru pke iklan ga bisa si? padahal sinyal bagus jaringan wifi juga oke pake data juga sama, ya saya tau saya ga bisa buka pake koin tapi seenggaknya jangan kayak gini lah",1,2025-04-07 06:05:47
Pengguna Google,Tampilannya bagusan yang awal. Di beranda ada informasi event dan bisa digeser untuk mengetahui webtoon terbaru. Tampilan sekaran kurang nyaman. Lebih seperti aplikasi etalase toko buku.,5,2025-03-29 19:11:06
Pengguna Google,"suka banget sama Webtoon ini soalnya kalo udah daftar tuh Webtoon yanG udah kita baca tuh otomatis tetep ada walaupun kita hapus apk nyaaa,dan aku juga suka salah satu. ceritanya judul nya itu born from death ok sekian aja ya ulasannya pokok nya Webtoon the best deh kata aku mah",5,2025-04-06 00:05:27
Pengguna Google,kenapaa fitur jadwal harian nya dihilangkan???? padahal saya udh nyaman karna bisa tau webtoon apa aja yg update dan yg aku suka di hari itu😭😭 KESELLLLL. Malah jadi repot untuk cari judul webtoon kesukaan aku. Tolong balik ke setelan AWALLLL😭😭😭😭😭😭😭,1,2025-04-01 18:39:36
Pengguna Google,"bener2 best, makasih banget kadang saya suka cape sama kehidupan saya tapi pas baca cerita cerita di webtoon WAHH rasanya hidup kayak ada warnanya juga banyak motivasi yang bisa di ambil, makasih bangett baru pertama kalinya di hidup ini saya ngerasain satu hari dibawa ketawa, nangis, kesel tapi gak bikin berat dan malah meringankan luka saya pada realita. Thankyou so muchh",5,2025-04-10 13:15:50
Pengguna Google,"disiniii baca nya enak bangett guysss emang paling suka kalo baca manhwa, manga, manhua itu di Webtoon. cuma tolong Webtoon untuk bug dan gangguan lainnya di hilangkan karena sudah beberapa kali saya buka webtoon untuk membaca tapi gambarnya tidak ada terimakasih",5,2025-04-08 14:34:09
Pengguna Google,"HAHAHAHAH, awalnya denger aplikasinya dari temen, aku kira aplikasinya ga se enak itu ternyata SALAH, WOY ASIK BET PLSS KETERUSAN BACANYAAAAAA (　-∀・). Aku rekomen banget ni apkk apaalagi buat yg suka bacaa ^_^",5,2025-04-08 05:34:36
Pengguna Google,"Aplikasi Webtoon ini sangat aku suka, banyak banget cerita yg menarik dan seru menurut ku, itu sangat memuaskan dan kalau aku gak ada paket bisa di download aja, Webtoon emang yg terbaik deh💋💋",5,2025-03-28 14:24:39
Pengguna Google,"Enak sih, bisa baca novel dan manhwa seru disini. Tapi akses gratis bisa dibilang terbatas ya hehe, tp tetap bagus kok selama saya pakai tdk ad masalah",5,2025-04-02 12:37:04
Pengguna Google,"aplikasi nya seru dan gak ada di iklannya di aku jadi nggak keganggu, aku rekomendasiin ke kalian deh, kalau mau baca komik, unduh Webtoon aja soalnya seseru tu",5,2025-04-01 14:42:51
Pengguna Google,"seru, menarik. Tapi ada ga sih? tutorialnya dapat koin? kan ada kode2 tuh. tapi kok ga bisa di masukkan ya? apa karena udah basi. karena aku masuk di tahun 2025 bukan 2020. Tolongg lah, kasih aku koin beberapa gitu. biar bisa beli cerita gitu, aku gabisa baah.",5,2025-03-29 04:28:16
Pengguna Google,"pengguna webtoon dari lama , makin kesini ceritanya makin seru tapi sayang aplikasinya kadang ga bisa dibuka , cuma bisa dibuka saat² tertentu. padahal koneksi internet stabil , kenapa ya ?",4,2025-04-09 07:09:33
Pengguna Google,"ketika mau membaca chapter yang harus membuka dengan koin atau iklan, iklannya kadang-kadang suka menggunakan iklan slot atau judi online, cukup mengganggu kenyamanan",3,2025-03-31 16:49:04
Pengguna Google,"cerita dalam nya menarik banget, tapi ada beberapa cerita yang gk terlalu menarik ya... bagus sih tapi kek ada yang kurang tapi apa ya. intinya webtoon paling bagus cerita nya seperti komik online",5,2025-04-08 02:50:55
Pengguna Google,"bagus bangett tauu ceritq nya unik uik dan bikin gregettt pokoknya luvv banget deh mana gak ada yang premium lagi bahkan kamu gak keluarin uang sepeserpun ,kamu bisa dapet cerita yang bagusbagus banget dengan gratiss dan no iklan",5,2025-03-30 13:30:17
Pengguna Google,"tampilannya jadi aneh bener, berasa sesek kaya pasar senen. bikin ga tau yang update hari ini yang mana. mau nyari bacaan baru juga kayaknya ribet, bikin ga betah. ini update terbaru buat promosiin komik yang 'rame' aja kah? atau gimana?",3,2025-04-02 12:00:51
Pengguna Google,aplikasi ini saya apresiasi karena saya mendapat nilai B. Indo bagus saat saya di suruh membuat cerpen dan saya kepikiran dengan aplikasi ini dan membaca-baca cerita sekilas dan saya mendapat referensi dari cerita tersebut...,5,2025-04-12 14:07:40
Pengguna Google,karna gak bisa nontok iklann sumpah itu ngeselin banget jadinya kan harus nunggu beberapa hari kalau mau baca kelanjutan ceritanya lagi kalau bisa ya tolong itu di perbaiki lagi 🙏,3,2025-04-09 08:46:32
Pengguna Google,"Aku suka banget sama aplikasi ini, seru dan sangat menghibur sekali, apalagi di dukung sama gambarnya yang bener bener bagus dan keren, semangat ya buat para kreator webtoon!!!",5,2025-04-03 13:20:56
Pengguna Google,"saya udah baca webton ini mulai SD sampai sekarang, udah bertahun tahun, saya suka sama aplikasi ini, namun sayangnya sekarang iklannya kadang bikin sebel, soalnya kadang gak bisa dibuka.",4,2025-04-06 12:57:54
Pengguna Google,apk Webtoon sangat bagus dan menyenangkan bisa untuk merilekskan pikiran. tapi tolong perbanyak aksinya karena terlalu bagus yg aksi jadi saya ingin membaca lebih banyak lagi,5,2025-03-28 20:30:26
Pengguna Google,ni aplikasi seru juga ya bisa baca cerita kayak komik gitu cuma versi online nya aja ceritanya juga ada bermacem macem quest nya juga banyak dan mudah buat diselesaikan buat dapetin koin pokoknya ni aplikasi the best lah kesukaan bagi para pembaca komik dan romansa(karna banyak cerita romansanya),5,2025-03-09 00:52:32
Pengguna Google,"untuk aplikasinya bagus banget 😺👍, cerita di komik nya bagus, gambar nya juga baguss, suka banget sm aplikasinya semoga makin banyak lagi komik² bagus... khusus nya untuk komik kerajaan karena aku sukaaa bgtt😻😻🙌...dan tolong agak sedikit banyakin coin gratis nya, soalnya aku pembaca yg baca gratis ajaaa🙂🙂, segitu ajaaa😌",5,2025-03-24 00:23:29
Pengguna Google,"apk nya bagus, cuma komik yang sudah ada menjadi tidak ada, seperti komik mercenary enrollment, subtitle english ada tapi yang subtitle Indonesia nya tidak ada, mohon di perbaiki kembali, terimakasih.",5,2025-03-19 01:19:39
Pengguna Google,"Suka banget sama aplikasi ini.... Tapi maaf, tampilannya lebih nyaman sama yang lama... Gimana caranya tau cerita cerita yang udah tamat, fiturnya belum keulik, atau jangan jangan dihapus? Kalau pendapat aku, udah enak ceritanya update perhari dipisah-pisah :) aku nyari cerita yang udah tamat, tapi masih bingung 😭",5,2025-03-12 01:04:25
Pengguna Google,"Monopoli bgt ni pihak webtoon ngeluarin koin buat cerita yg uda lama, pdhl rilisnya taun lama 3 tahun lalu tapi masih aja gabisa diliat secara GRATIS kecewa banget emang rada rusak ni monopoli nya. Mana update ny selalu telat kalau di situs lain dan di aplikasi lain malah lebih duluan update udah ada season 2 nya. Sedangkan webtoon uda update telat monopoli lagi. Kecewa bukanya gamau ngeluarin poin, tapi ngeluarin poin untuk seseorang yang memonopoli komik itu bastard🙏🤜",1,2025-01-28 11:17:11
Pengguna Google,"payah, sekarang iklan nya fulgar semua kya gitu. padahal pengguna webtoon g cm kalangan usia 20 ke atas.. banyak bocil juga tuh... tolong dong iklannya dikondisikan 😑",2,2025-04-03 13:26:37
Pengguna Google,"humm, sebagai pemercaya rating, aku berharap bagian ratingnya lebih di highlight sih. ini konyol, tapi pas awal awal download webtoon aku gak ngeh ternyata ada ratingnya wkwkw, dan kita juga bisa ngasih rating. kalo bisa ada komentar review juga oke tuh. andai para user bisa bikin list juga oke bgt, tapi kayaknya jadi keramean ya.",5,2025-03-24 16:58:57
Pengguna Google,"Weebton, mau curhat nih ya.. aku kan kemarin mau topup koin di akunku (belum pernah top up di akun itu sebelumnya), aku pakai dana. Harganya 18rb, tapi saat beli malah katanya uang dana ku gaada nih?? Padahal di dana uangku masih ada 100rb lebih.. Sedih si , ga dibolehin jajan kali ya (⁠ꏿ⁠﹏⁠ꏿ⁠;⁠)?? Yaudah deh, aku kasih bintang 4 dulu. Soalnya cerita2nya seru2. Banyak genrenya! komedi, slice of life, horror, aksi , romance, thriller, dll. Bisa disesuaikan mau lokal apa engga,mau official/ga :)",4,2025-03-03 16:26:39
Pengguna Google,"Bagus banget banyak pilihan bahasa dan comic nya jadi tidak bosan, tapi kadang kalau mau buka preview episode pake iklan suka ngebug dan wifi udah bagus tapi panel gamau muncul.",4,2025-01-29 01:10:18
Pengguna Google,"semua nya sih biasa aja ya g ad kendala apa2, aku suka, cuma masalahnya satu, iklannya. pliss iklan apa aja gpp tp jangan judol, susah bgt di close selalu masuk ke website ny mulu:'<<<",3,2025-03-04 12:02:17
Pengguna Google,"suka bgt, tapi kalo mau baca tu suka lag dulu kaya ga ada gambar, mending sebentar ini lumayan lama sampe harus bolak balik keluar masuk apk nya. but is oke lahh masih tetep baguss ⭐_⭐",5,2025-03-29 10:17:40
Pengguna Google,"overall sih bagus aplikasinya, tapi masalahnya jaringan gk ngelag tapi di aplikasinya malah ngeleg. aku dah coba buat main game aman aman aja jaringan nya, giliran webtoon malah ngelag. tolong ya kalau ini bug di fix.",2,2025-02-05 04:19:27
Pengguna Google,"Selama memakai aplikasi ini lancar banget, pembelian koin juga aman-aman aja. tapi, barusan banget pembelian koin berhasil tapi koinnya gak masuk sama sekali",3,2025-04-11 02:01:28
Pengguna Google,"Tolong di kurangi webtoon genre 21++ lebih baik perbanyak webtoon lokal, atau ngelanjutin manhwa yang udah tamat dari pusatnya tapi sampe indo ga ada up date sama sekali. kalau memang mau yang out of the box bisa perbanyak manga, TAPI TETAP INGAT! jangan yang 18+/21+! webtoon juga sekarang banyak bocil fomo, jadi tolong di saring deh yang kurang bagus satu lagi kalau boleh,manga, atau manhwa di ap item dimasukin ke webtoon, terus tiket harian nya minimal kasih 3 perhari kalau boleh👉🏻👈🏻",5,2025-04-04 06:18:57
Pengguna Google,"bagus and seru bgt,aku plg suka yang genre kerajaan pokoknya paling the best diantara semua aplikasi baca yang pernah aku instal dari gambar dan tulisannya oke sekian Terima gaji bye bye",5,2025-03-23 21:23:29
Pengguna Google,"gk kyk dulu, sekarang setiap kali baca harus pake koin, tolong lah paling tidak kurangin koinnya setiap kali baca komiknya, satu eps = 18 koin top up 6k =105 koin, cepat habis itu wak, uang kami juga dipake gk cmn untuk top up koin. saran juga kalo bisa iklan untuk baca komik setiap 1 iklan untuk 2 atau 3 eps, jangan setiap eps iklan mana iklannya lama lagi.",4,2025-04-03 07:30:12
